width,height,is_grayscale,color_coverage
./out/kaggle/rose/16209331331_343c899d38.jpg,500,243,False,5
./out/kaggle/rose/5001848317_b33d17ab7a_n.jpg,159,240,False,19
./out/kaggle/rose/18302701228_2b5790b199_n.jpg,240,80,False,18
./out/kaggle/rose/5777669976_a205f61e5b.jpg,500,333,False,3
./out/kaggle/rose/4860145119_b1c3cbaa4e_n.jpg,320,240,False,1
./out/kaggle/rose/15011625580_7974c44bce.jpg,500,333,False,8
./out/kaggle/rose/17953368844_be3d18cf30_m.jpg,159,240,False,5
./out/kaggle/rose/8983268106_dc913d17d8_m.jpg,192,240,False,0
./out/kaggle/rose/5001846495_56068de2da_n.jpg,159,240,False,0
./out/kaggle/rose/8388497874_1fe750cc95_m.jpg,219,240,False,11
./out/kaggle/rose/14267691818_301aceda07.jpg,500,333,False,6
./out/kaggle/rose/4558025386_2c47314528.jpg,500,334,False,0
./out/kaggle/rose/17990320484_93bba345d2_m.jpg,240,234,False,1
./out/kaggle/rose/28131227642_e279b5768b_n.jpg,240,159,False,1
./out/kaggle/rose/4608559939_3487bf3b62_n.jpg,320,254,False,0
./out/kaggle/rose/18599603859_f2ec616ddf_n.jpg,320,213,False,40
./out/kaggle/rose/8723767157_c45bfd3ab6.jpg,500,333,False,1
./out/kaggle/rose/8523394349_61b31fdd8f_m.jpg,211,240,False,0
./out/kaggle/rose/13279526615_a3b0059bec.jpg,500,332,False,5
./out/kaggle/rose/18464052396_6327841e65_n.jpg,240,134,False,1
./out/kaggle/rose/3407482427_49d5c75291_m.jpg,240,240,False,35
./out/kaggle/rose/5335946155_be70e11cf2_n.jpg,240,159,False,0
./out/kaggle/rose/14460517566_783dbf23b8_n.jpg,240,159,False,1
./out/kaggle/rose/5001854803_cb87747d4a_n.jpg,240,159,False,3
./out/kaggle/rose/15978010566_5fa5905af1_n.jpg,240,159,False,24
./out/kaggle/rose/4684127262_6c3346188d.jpg,500,246,False,29
./out/kaggle/rose/7316409504_7cf3707f8a_m.jpg,180,240,False,8
./out/kaggle/rose/2331651885_619653a5d3.jpg,500,334,False,5
./out/kaggle/rose/3697780051_83e50a6dd1_m.jpg,240,228,False,8
./out/kaggle/rose/1461381091_aaaa663bbe_n.jpg,320,240,False,13
./out/kaggle/rose/18302793940_8fcc8b4661_n.jpg,240,120,False,33
./out/kaggle/rose/18486123042_5c8da68f38_n.jpg,240,160,True,5
./out/kaggle/rose/5223191368_01aedb6547_n.jpg,320,240,False,10
./out/kaggle/rose/2850381271_d2f9a470b1_n.jpg,240,240,False,0
./out/kaggle/rose/6936225976_a91b60d8c2_m.jpg,240,240,False,19
./out/kaggle/rose/5002462640_5bf92142bf_n.jpg,240,159,False,4
./out/kaggle/rose/12323085443_8ac0cdb713_n.jpg,320,256,False,8
./out/kaggle/rose/22982871191_ec61e36939_n.jpg,320,213,False,39
./out/kaggle/rose/5336561772_61a0ca4b22_n.jpg,159,240,False,1
./out/kaggle/rose/5001844187_0a77b2eed6_n.jpg,240,159,False,4
./out/kaggle/rose/9309388105_12c0b8dd54_m.jpg,219,240,False,0
./out/kaggle/rose/6108118824_5b0231a56d.jpg,500,332,False,11
./out/kaggle/rose/8742493689_fb852f0228_n.jpg,320,240,False,1
./out/kaggle/rose/1446090416_f0cad5fde4.jpg,500,333,False,35
./out/kaggle/rose/12406418663_af20dc225f_n.jpg,320,231,False,3
./out/kaggle/rose/5002452834_167883dbcf_n.jpg,159,240,False,9
./out/kaggle/rose/26605779860_50872b454a_n.jpg,240,180,False,17
./out/kaggle/rose/7470985688_c1ee9105fa_n.jpg,240,159,False,2
./out/kaggle/rose/2607130050_9c34310004.jpg,500,375,False,26
./out/kaggle/rose/7461898754_9032a38963_n.jpg,240,159,False,3
./out/kaggle/rose/18464055536_709c8af0b7_n.jpg,240,160,False,58
./out/kaggle/rose/3052753519_d087aaeacb_n.jpg,320,240,False,4
./out/kaggle/rose/6363976189_e7155e5f9c.jpg,500,313,False,6
./out/kaggle/rose/9458445402_79e4dfa89c.jpg,500,331,False,0
./out/kaggle/rose/3526860692_4c551191b1_m.jpg,240,240,False,0
./out/kaggle/rose/7456196908_d34b9b76c4_n.jpg,240,159,False,5
./out/kaggle/rose/6111589202_8b9555364c_m.jpg,240,240,False,0
./out/kaggle/rose/5231103167_a03280e9f6_n.jpg,320,240,False,7
./out/kaggle/rose/3268459296_a7346c6b2c.jpg,500,375,False,44
./out/kaggle/rose/5083072098_81587295d5.jpg,500,333,False,21
./out/kaggle/rose/2347579838_dd6d2aaefc_n.jpg,320,240,False,0
./out/kaggle/rose/7455236056_b6d71a8dab.jpg,500,332,False,27
./out/kaggle/rose/14408977935_a397e796b8_m.jpg,180,240,False,2
./out/kaggle/rose/410421672_563550467c.jpg,500,375,False,0
./out/kaggle/rose/13211873833_82b029c8a1_n.jpg,240,129,False,5
./out/kaggle/rose/2888138918_402096c7fb.jpg,500,332,False,0
./out/kaggle/rose/5002446614_bb2a5b4bc1_n.jpg,159,240,False,3
./out/kaggle/rose/2501297526_cbd66a3f7e_m.jpg,240,240,False,4
./out/kaggle/rose/488849503_63a290a8c2_m.jpg,175,240,False,2
./out/kaggle/rose/2414954629_3708a1a04d.jpg,500,334,False,8
./out/kaggle/rose/4495885281_fe2a3b671d.jpg,500,333,False,0
./out/kaggle/rose/9164900485_605aa12da8.jpg,500,333,False,0
./out/kaggle/rose/5001850247_33681cc95c_n.jpg,240,159,False,3
./out/kaggle/rose/8060338380_eb6c806624_n.jpg,320,240,False,27
./out/kaggle/rose/21522100663_455b77a90c_n.jpg,320,240,False,12
./out/kaggle/rose/5002452394_22896fb9df_n.jpg,159,240,False,6
./out/kaggle/rose/5349859602_1ab3356c64_n.jpg,240,159,False,13
./out/kaggle/rose/7471891698_072c1de52f_n.jpg,240,159,False,2
./out/kaggle/rose/4648680921_80dfc4f12a.jpg,500,297,False,3
./out/kaggle/rose/19988406792_68201f76e3_n.jpg,320,240,False,4
./out/kaggle/rose/5349251139_92539c279a_n.jpg,159,240,False,4
./out/kaggle/rose/2258973326_03c0145f15_n.jpg,320,240,False,0
./out/kaggle/rose/4910094611_8c7170fc95_n.jpg,320,240,False,3
./out/kaggle/rose/7456887736_54e4ebac03_n.jpg,240,159,False,5
./out/kaggle/rose/14172324538_2147808483_n.jpg,320,227,False,33
./out/kaggle/rose/509239741_28e2cfe492_m.jpg,179,240,False,0
./out/kaggle/rose/6969041818_a505baa68e_m.jpg,225,240,True,6
./out/kaggle/rose/14019883858_e5d2a0ec10_n.jpg,320,231,False,25
./out/kaggle/rose/8622493424_877ae35ed7.jpg,500,334,False,2
./out/kaggle/rose/18490508225_0fc630e963_n.jpg,240,134,False,2
./out/kaggle/rose/7211616670_2d49ecb3a5_m.jpg,180,240,False,2
